RespNum,sys_InternalRespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,quota,consent_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,comments,sys_RespStatus,sys_DispositionCode,sys_CBCVersion_CBC,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,SUVbuyer,shanghai,shenzhen,chengdu
35,1070495,7/30/12 3:00,7/30/12 3:11,691,3,1,1,1,3,2,1,22,s40,2,2,5,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,2,3,3,1,2,2,1,1,2,3,3,4,5,5,3,5,3,5,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,21,15,1,2,6,2,4,49,NA,2,1,1,NA,5,NA,659,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
36,1142957,7/30/12 3:52,7/30/12 4:03,650,3,1,1,1,3,2,1,3,X5,2,3,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,3,1,2,2,1,3,2,1,3,2,3,3,4,5,4,5,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,14,3,5,6,2,3,30,15000,5,2,2,NA,5,NA,935,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
37,1183233,7/30/12 7:27,7/30/12 7:38,644,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,3,3,3,3,1,2,1,2,2,3,3,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,NA,9,19,10,3,6,1,4,43,NA,5,2,2,NA,5,NA,216,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
38,1183655,7/29/12 6:11,7/29/12 6:22,691,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,3,1,1,2,3,3,3,3,1,3,3,3,2,4,5,4,4,4,4,4,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,5,14,21,1,3,1,3,38,NA,8,2,2,NA,5,NA,258,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
39,1193050,7/29/12 8:08,7/29/12 8:19,667,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,3,2,2,2,3,1,3,2,1,2,1,1,3,4,5,5,3,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,15,21,10,2,7,1,3,41,NA,4,2,2,NA,5,NA,228,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
40,1211540,7/23/12 3:19,7/23/12 3:26,412,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,1,2,2,3,1,1,2,2,3,1,1,2,3,4,5,3,4,3,3,5,3,0,0,0,0,5,1,0,0,0,0,0,0,0,0,5,3,3,20,21,2,5,1,3,48,102204,5,1,1,_��,5,NA,957,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
41,1252414,7/23/12 6:11,7/23/12 6:17,377,3,1,1,1,1,2,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,1,2,2,2,1,2,1,2,3,2,1,5,3,4,5,4,4,3,3,3,3,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,3,26,25,23,4,19,1,3,29,100088,5,2,2,NA,5,NA,406,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
42,1255561,7/29/12 2:17,7/29/12 2:28,651,3,1,1,1,3,2,1,38,_���__,2,4,6,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,3,2,3,2,1,3,3,3,2,3,2,4,4,5,5,4,4,4,4,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,19,6,1,10,1,3,54,NA,2,2,2,NA,5,NA,165,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
43,1288684,7/27/12 3:34,7/27/12 3:46,713,5,1,1,1,3,3,1,10,__�_ց,2,1,2,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2,1,3,1,2,2,1,2,3,1,2,4,2,5,5,4,4,4,3,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,2,9,19,33,5,6,1,3,49,100016,5,1,1,NA,5,NA,578,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
44,1299430,7/23/12 4:42,7/23/12 4:52,601,3,1,1,1,1,2,1,NA,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,3,1,1,1,3,2,2,2,3,2,1,1,4,2,5,5,5,5,4,4,5,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,5,30,1,4,1,3,42,NA,1,2,2,NA,5,NA,260,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
45,1305568,7/23/12 8:00,7/23/12 8:07,429,3,1,1,1,1,2,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,3,2,1,2,3,1,3,2,3,4,4,5,5,2,3,2,2,5,5,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,2,7,21,13,1,4,1,6,45,NA,5,2,2,NA,5,NA,401,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
46,1330402,7/30/12 8:14,7/30/12 8:23,569,1,1,1,1,2,2,1,1,NA,1,5,9,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,1,1,2,3,3,1,1,3,3,2,1,4,4,5,5,2,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,8,9,19,2,6,1,3,39,NA,5,7,6,NA,5,NA,641,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
47,1337180,7/27/12 2:23,7/27/12 2:35,679,3,1,1,1,3,2,1,31,QQ,2,4,3,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,2,1,3,3,3,2,2,2,2,3,1,1,5,3,5,5,1,3,4,4,5,5,1,0,0,0,0,0,2,3,0,0,0,0,3,0,0,1,7,19,10,4,7,1,3,40,NA,2,2,2,NA,5,NA,243,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
48,1338005,7/29/12 3:08,7/29/12 3:35,1599,5,1,1,1,1,3,1,1,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,3,2,1,2,3,1,2,3,1,2,4,3,5,5,3,4,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,12,19,10,3,3,1,3,29,102209,1,2,2,NA,5,NA,578,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
49,1390482,7/30/12 8:39,7/30/12 8:47,537,1,1,1,1,2,2,1,15,s350,1,6,11,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,1,2,2,3,2,3,2,1,3,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,14,2,3,13,1,3,43,NA,6,2,2,NA,5,NA,336,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
50,1398796,7/30/12 6:42,7/30/12 6:55,770,1,1,1,1,2,3,1,11,___΃���_,2,3,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,1,3,2,2,3,1,1,3,2,2,2,4,2,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,10,19,2,3,4,1,3,41,NA,5,2,2,NA,5,NA,524,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
51,1422568,7/23/12 8:26,7/23/12 8:35,557,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,3,3,1,1,2,2,3,2,3,1,1,3,2,5,5,3,4,2,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,11,14,18,4,19,1,3,28,NA,2,7,6,NA,5,NA,262,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
52,1438973,7/30/12 5:09,7/30/12 5:20,635,3,1,1,1,1,2,1,NA,NA,1,10,16,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,2,2,2,2,2,2,3,2,1,1,1,3,4,5,5,4,5,4,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,1,10,15,2,7,1,3,42,NA,4,2,2,NA,5,NA,735,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
53,1514619,7/30/12 6:28,7/30/12 6:37,587,1,1,1,1,2,2,1,21,__�_ց,2,5,10,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,1,2,1,1,2,3,2,2,1,2,2,3,3,4,5,5,2,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,13,14,3,2,19,1,3,NA,NA,5,3,6,NA,5,NA,797,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
54,1537438,7/30/12 3:13,7/30/12 3:25,736,1,1,1,1,2,2,1,14,_�又ȏ__5,3,7,13,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,3,3,3,1,3,3,2,1,1,2,1,4,4,5,5,2,4,4,4,4,4,1,0,0,0,0,1,0,0,4,0,1,0,0,0,0,3,20,16,18,5,13,1,6,41,NA,4,2,2,NA,5,NA,608,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
55,1539632,7/29/12 3:54,7/29/12 4:09,870,3,1,1,1,3,2,1,13,206,2,6,7,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,3,1,3,3,1,3,3,1,1,3,1,1,4,3,5,5,3,4,4,3,3,3,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,12,7,10,4,15,1,3,34,102209,5,2,2,NA,5,NA,933,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
56,1556148,7/23/12 8:41,7/23/12 8:50,529,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,2,2,1,2,3,2,3,3,2,1,1,1,3,3,5,5,4,5,2,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,9,14,8,2,19,1,3,28,NA,2,2,2,NA,5,NA,721,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
57,1657129,7/29/12 8:46,7/29/12 8:57,675,3,1,1,1,1,2,1,NA,NA,1,10,16,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,2,2,1,1,2,1,2,1,2,2,1,3,4,5,5,4,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,10,21,15,2,10,1,3,41,NA,5,2,2,NA,5,NA,891,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
58,1677596,7/30/12 6:07,7/30/12 6:17,613,1,1,1,1,2,3,1,21,_��_�,4,6,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,3,3,2,3,2,2,1,1,3,2,3,2,5,5,2,4,4,2,5,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,20,21,1,13,2,4,36,NA,4,2,2,NA,5,NA,529,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE),MSIE 7.0,Windows XP,127.0.0.1,1,0,0,0,0
59,547473,7/29/12 8:08,7/29/12 8:17,587,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,1,2,1,1,3,3,1,3,3,2,3,2,1,3,4,5,3,4,3,4,5,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,2,5,14,1,3,1,3,46,NA,5,1,2,NA,5,NA,858,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
60,551620,7/23/12 7:18,7/23/12 7:26,484,3,1,1,1,1,2,1,NA,NA,1,10,16,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,1,2,1,3,1,2,1,1,1,2,4,4,5,5,5,4,2,4,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,20,11,18,3,1,1,3,28,NA,2,2,2,NA,5,NA,78,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
61,597006,7/29/12 7:04,7/29/12 7:15,662,3,1,1,1,1,2,1,NA,NA,1,10,16,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,3,1,2,3,1,3,2,3,2,2,2,3,3,3,4,5,4,5,4,3,3,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,5,3,2,7,10,3,4,1,3,48,NA,5,1,1,NA,5,NA,11,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
62,632087,7/29/12 7:55,7/29/12 8:02,383,3,1,1,1,1,2,1,1,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,2,2,2,2,1,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,583,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
63,635031,7/29/12 6:53,7/29/12 7:01,455,3,1,1,1,1,2,1,1,NA,1,10,16,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,1,2,2,1,2,3,3,2,1,3,3,4,3,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,7,14,6,2,19,1,3,NA,NA,5,2,2,NA,5,NA,189,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
64,865284,7/30/12 2:43,7/30/12 2:57,831,1,1,1,1,2,2,1,1,NA,1,10,16,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,3,3,2,1,3,2,2,2,1,1,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,8,13,8,2,5,1,2,NA,NA,8,7,6,NA,5,NA,488,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
65,953416,7/23/12 6:45,7/23/12 6:52,441,3,1,1,1,1,2,1,NA,NA,1,10,16,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,2,1,3,3,2,2,1,2,3,3,2,5,5,5,3,3,1,3,5,3,1,0,0,4,0,1,0,0,0,0,0,0,0,0,5,1,2,14,8,2,18,1,3,27,100191,5,2,2,NA,5,NA,972,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
66,1013856,7/30/12 7:09,7/30/12 7:22,759,3,1,1,1,3,2,1,21,__�_ց,2,4,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,1,1,3,2,1,1,3,1,2,1,2,3,4,5,5,4,5,4,5,3,4,1,0,0,0,0,0,2,3,0,0,0,0,0,0,5,3,15,10,2,3,7,1,3,48,NA,4,1,1,NA,5,NA,667,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
67,1055939,7/30/12 5:54,7/30/12 6:03,577,1,1,1,1,2,2,1,21,_���__,2,6,9,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,3,3,1,1,2,3,2,3,1,3,3,5,4,5,3,5,4,2,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,20,16,15,3,5,1,3,43,NA,4,2,2,NA,5,NA,995,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3),MSIE 8.0,Windows NT 6.1,127.0.0.1,1,0,0,0,0
