RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,CBCFIX1,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,enthusiast,SUVbuyer,shanghai,shenzhen,chengdu,usa,mturk
75,7/29/12 6:13,7/29/12 6:27,837,1413737,696,2,2,1,1,31,QQ,2,3,6,2,NA,3,NA,2,4,4,5,5,4,4,4,4,NA,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,19,18,64,2,6,1,2,NA,NA,8,7,6,0,0,0,0,0,0,0
76,7/29/12 8:41,7/29/12 8:53,667,1417458,609,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,3,3,4,5,3,4,3,4,4,5,1,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,5,12,1,19,1,3,40,NA,8,2,2,0,0,0,0,0,0,0
77,7/30/12 3:30,7/30/12 3:41,659,1428981,598,3,2,1,3,22,S40,2,3,5,2,NA,5,NA,2,4,4,5,5,4,4,3,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,9,10,19,NA,7,1,2,31,NA,8,7,6,0,0,0,0,0,0,0
78,7/29/12 4:27,7/29/12 4:35,492,1469608,130,1,2,1,3,NA,NA,1,10,16,2,NA,4,NA,2,3,4,5,5,5,4,3,5,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,21,15,14,2,7,1,3,42,NA,4,2,2,0,0,0,0,0,0,0
79,7/30/12 8:31,7/30/12 8:41,621,1516222,691,1,2,1,3,NA,NA,1,10,16,3,NA,NA,6,2,3,5,4,5,3,5,3,4,3,5,1,0,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,14,10,3,7,2,3,41,NA,5,2,2,0,0,0,0,0,0,0
80,7/30/12 4:12,7/30/12 4:21,538,1520995,107,2,2,1,1,2,A6,3,6,11,3,NA,NA,3,2,4,4,5,5,2,4,3,4,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,NA,2,6,14,NA,19,1,3,16,NA,5,2,2,0,0,0,0,0,0,0
81,7/27/12 3:51,7/27/12 4:00,568,1536348,78,2,2,1,1,21,ά�_��,2,8,10,3,NA,NA,4,2,5,5,5,5,1,5,5,5,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,1,14,2,1,1,5,44,100100,3,2,2,0,0,0,0,0,0,0
82,7/27/12 3:16,7/27/12 3:25,521,1558906,201,2,2,1,1,16,���_�_,2,6,14,2,NA,7,NA,2,5,1,3,3,2,1,3,3,3,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25,31,39,5,8,1,4,43,102213,2,1,2,0,0,0,0,0,0,0
83,7/29/12 7:39,7/29/12 7:51,724,1615801,109,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,2,3,4,5,3,4,3,4,4,5,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,5,12,2,4,1,3,42,NA,5,2,2,0,0,0,0,0,0,0
84,7/29/12 3:23,7/29/12 3:32,520,1628200,474,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,4,3,5,5,3,5,4,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,21,20,4,14,1,5,39,NA,6,2,2,0,0,0,0,0,0,0
85,7/29/12 3:34,7/29/12 3:45,706,1655816,208,1,2,1,3,NA,NA,1,10,16,3,NA,NA,4,2,3,4,5,5,4,4,3,3,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,15,21,2,6,1,3,41,NA,5,2,2,0,0,0,0,0,0,0
86,7/30/12 6:23,7/30/12 6:33,588,480268,575,1,2,1,3,1,NA,1,10,16,3,NA,NA,4,2,2,4,5,5,4,5,3,4,5,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,10,14,1,5,1,3,41,NA,4,2,2,0,0,0,0,0,0,0
87,7/29/12 7:50,7/29/12 8:00,606,486719,939,1,3,1,5,1,NA,1,10,16,3,NA,NA,4,2,3,4,5,5,4,4,3,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,14,10,3,19,2,2,45,NA,5,1,2,0,0,0,0,0,0,0
88,7/29/12 6:35,7/29/12 6:47,725,493408,472,3,2,1,3,16,���_�_,1,10,16,1,4,NA,NA,2,3,4,5,5,4,5,3,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,20,21,3,7,1,2,46,NA,4,1,2,0,0,0,0,0,0,0
89,7/27/12 3:33,7/27/12 3:44,631,495735,630,1,2,1,3,NA,NA,1,10,16,1,4,NA,NA,2,4,2,3,5,2,5,4,3,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,20,16,10,1,19,1,3,43,NA,2,1,2,0,0,0,0,0,0,0
90,7/30/12 3:02,7/30/12 3:14,705,499669,696,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,2,3,3,5,3,4,3,3,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,13,10,3,19,1,3,35,NA,5,2,2,0,0,0,0,0,0,0
91,7/29/12 5:28,7/29/12 5:38,586,526982,207,1,2,1,3,NA,NA,1,10,16,3,NA,NA,2,2,3,2,4,5,4,4,2,4,4,4,1,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,4,21,1,19,1,3,42,NA,8,2,2,0,0,0,0,0,0,0
92,7/29/12 3:57,7/29/12 4:09,713,531992,789,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,3,2,4,5,4,4,3,4,4,4,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,14,10,22,1,2,1,3,38,NA,5,1,2,0,0,0,0,0,0,0
93,7/30/12 8:56,7/30/12 9:08,686,534850,339,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,3,2,4,5,3,4,3,4,5,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,13,14,1,7,1,3,37,NA,2,2,2,0,0,0,0,0,0,0
94,7/29/12 3:05,7/29/12 3:14,527,542187,80,1,2,1,3,NA,NA,1,10,16,2,NA,1,NA,2,4,4,5,5,3,4,4,5,5,5,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,2,5,27,42,2,8,1,3,41,NA,5,2,2,0,0,0,0,0,0,0
95,7/29/12 2:31,7/29/12 2:42,647,558370,651,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,3,3,5,5,3,5,3,4,5,5,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,12,46,1,19,1,3,41,NA,8,2,2,0,0,0,0,0,0,0
96,7/27/12 3:15,7/27/12 3:25,624,591583,135,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,2,3,5,5,5,3,3,5,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,14,7,1,1,19,1,4,33,NA,2,3,2,0,0,0,0,0,0,0
97,7/29/12 2:46,7/29/12 2:56,597,651650,816,3,2,1,3,3,530,2,2,10,3,NA,NA,3,2,2,2,5,5,2,5,4,4,3,2,1,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,6,1,19,1,8,46,NA,5,1,1,0,0,0,0,0,0,0
98,7/30/12 3:36,7/30/12 3:47,677,671037,167,1,2,1,3,1,NA,1,10,16,2,NA,2,NA,2,2,3,4,5,3,3,3,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,13,19,3,4,1,3,40,NA,5,2,2,0,0,0,0,0,0,0
99,7/30/12 7:07,7/30/12 7:18,665,691978,139,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,3,3,3,5,3,NA,3,4,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,11,18,1,19,1,3,46,NA,5,1,2,0,0,0,0,0,0,0
100,7/27/12 4:01,7/27/12 4:14,751,739819,328,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,4,3,5,5,3,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,7,12,1,2,1,3,43,NA,4,1,2,0,0,0,0,0,0,0
101,7/30/12 3:56,7/30/12 4:07,642,786585,2,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,3,2,4,5,2,5,4,3,4,5,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,12,21,5,5,1,3,41,NA,3,2,2,0,0,0,0,0,0,0
102,7/30/12 3:18,7/30/12 3:30,761,822074,602,2,2,1,1,21,_���__,2,3,10,2,NA,1,NA,2,2,3,4,5,3,4,3,4,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,1,14,18,1,19,1,3,41,NA,5,2,2,0,0,0,0,0,0,0
103,7/27/12 3:45,7/27/12 3:54,540,961521,272,3,2,1,3,31,_��__�,2,6,2,2,NA,7,NA,2,4,4,4,4,4,4,4,3,3,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,12,2,8,2,5,1,3,41,NA,2,2,2,0,0,0,0,0,0,0
104,7/29/12 8:06,7/29/12 8:15,580,998451,654,1,3,1,5,1,NA,1,10,16,3,NA,NA,1,2,4,4,5,5,4,4,4,4,4,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,10,19,3,14,1,3,34,NA,5,2,2,0,0,0,0,0,0,0
105,7/30/12 5:37,7/30/12 5:46,548,1046909,291,1,2,1,3,1,NA,1,10,16,3,NA,NA,3,2,3,3,5,5,2,4,1,4,5,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,25,2,4,18,1,3,48,NA,6,1,1,0,0,0,0,0,0,0
106,7/30/12 7:40,7/30/12 7:50,570,1050502,106,1,2,1,3,1,NA,1,10,16,3,NA,NA,2,2,3,3,5,5,2,5,3,4,4,4,1,0,0,0,0,1,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,5,12,5,8,1,3,45,NA,5,1,2,0,0,0,0,0,0,0
107,7/29/12 6:55,7/29/12 7:19,1455,1109255,103,3,2,1,3,38,_���__,2,3,8,3,NA,NA,4,2,3,NA,5,5,4,4,3,4,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,19,10,9,3,13,1,3,38,NA,5,2,2,0,0,0,0,0,0,0
108,7/27/12 5:25,7/27/12 5:36,673,1113824,364,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,2,3,5,5,3,5,2,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,11,5,4,1,19,1,3,41,NA,4,7,6,0,0,0,0,0,0,0
109,7/29/12 4:29,7/29/12 4:39,560,1246228,237,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,3,4,5,5,4,4,3,5,5,5,1,0,0,4,0,1,2,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,5,46,3,19,1,3,46,NA,5,1,2,0,0,0,0,0,0,0
110,7/27/12 12:18,7/27/12 12:26,494,1255523,137,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,4,5,2,5,5,4,2,3,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,46,23,24,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
111,7/30/12 6:44,7/30/12 6:55,688,1334611,902,1,2,1,3,1,NA,1,10,16,2,NA,5,NA,2,3,2,4,5,3,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,9,14,1,5,1,3,38,NA,4,2,2,0,0,0,0,0,0,0
112,7/30/12 8:40,7/30/12 8:49,530,1346921,199,1,2,1,3,1,NA,1,10,16,2,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0
113,7/29/12 7:22,7/29/12 7:33,626,1366507,688,3,2,1,3,2,A6,2,1,6,1,1,NA,NA,2,4,4,5,5,4,5,4,3,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,2,3,3,15,1,3,39,NA,5,2,2,0,0,0,0,0,0,0
114,7/30/12 4:14,7/30/12 4:24,608,1367185,177,1,2,1,3,1,NA,1,10,16,3,NA,NA,4,2,3,3,3,5,2,5,2,3,4,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,13,22,5,5,1,3,50,NA,5,1,1,0,0,0,0,0,0,0
115,7/27/12 6:10,7/27/12 6:23,804,1420989,382,3,2,1,3,21,_���__,2,8,6,1,6,NA,NA,2,4,3,5,5,4,2,3,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,1,14,5,10,1,4,37,102209,2,3,2,0,0,0,0,0,0,0
116,7/29/12 3:38,7/29/12 3:48,636,1422354,108,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,3,2,5,5,3,5,3,4,5,5,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,6,14,22,1,5,1,3,43,NA,5,2,2,0,0,0,0,0,0,0
117,7/30/12 7:20,7/30/12 7:30,601,1461441,788,1,2,1,3,1,NA,1,10,16,2,NA,6,NA,2,2,3,4,5,3,4,3,3,4,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,7,14,5,5,1,3,38,NA,4,2,2,0,0,0,0,0,0,0
118,7/29/12 8:53,7/29/12 9:04,652,1488345,776,3,3,1,5,31,QQ,2,2,6,3,NA,NA,1,2,3,4,4,4,4,4,5,4,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,19,9,2,19,1,2,47,NA,4,1,1,0,0,0,0,0,0,0
119,7/30/12 2:34,7/30/12 2:46,705,1512164,541,1,2,1,3,1,NA,1,10,16,2,NA,2,NA,2,3,3,4,5,3,3,3,4,4,3,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,5,14,1,3,1,3,45,NA,5,1,2,0,0,0,0,0,0,0
120,7/30/12 8:20,7/30/12 8:31,631,1527294,359,1,2,1,3,1,NA,1,10,16,2,NA,5,NA,2,2,3,4,5,3,3,3,4,5,4,1,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,13,14,3,9,1,3,34,NA,2,2,2,0,0,0,0,0,0,0
121,7/27/12 2:27,7/27/12 2:36,532,1580686,522,2,2,1,1,21,ά�_��,2,3,5,2,NA,7,NA,2,4,4,5,4,3,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,14,1,3,3,2,4,42,102209,3,1,1,0,0,0,0,0,0,0
122,7/29/12 8:38,7/29/12 8:48,606,1605544,776,1,2,1,3,1,NA,1,10,16,3,NA,NA,3,2,3,3,4,5,4,5,4,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,16,20,33,1,10,1,3,48,NA,5,1,1,0,0,0,0,0,0,0
123,7/30/12 6:02,7/30/12 6:14,707,1622555,696,1,2,1,3,1,NA,1,10,16,2,NA,1,NA,2,1,1,5,5,3,5,2,4,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,7,14,1,10,1,3,45,NA,5,1,2,0,0,0,0,0,0,0
124,7/30/12 8:00,7/30/12 8:11,681,1663618,284,1,2,1,3,1,NA,1,10,16,2,NA,7,NA,2,2,3,5,5,3,4,5,4,4,4,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,2,5,13,3,19,1,3,37,NA,8,2,2,0,0,0,0,0,0,0
125,2011-7-27 04:09,2011-7-27 04:20,653,1058280,168,3,2,1,3,31,QQ,2,8,14,2,NA,8,NA,2,4,2,5,5,4,5,4,4,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,10,21,2,4,1,4,54,NA,5,2,2,0,1,0,0,0,0,0
126,2011-7-27 05:29,2011-7-27 05:41,705,1333270,191,1,2,1,3,1,NA,1,10,16,1,1,NA,NA,2,3,3,5,5,3,4,3,3,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,13,2,3,19,1,3,49,NA,4,4,1,0,1,0,0,0,0,0
127,2011-7-27 06:10,2011-7-27 06:22,740,646378,52,3,2,1,3,31,QQ,3,8,14,3,NA,NA,3,2,4,4,5,5,2,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,4,3,1,3,1,4,54,NA,8,NA,6,0,1,0,0,0,0,0
128,2011-7-29 02:13,2011-7-29 02:23,577,1112923,972,2,3,1,1,13,508,2,2,3,2,NA,5,NA,2,4,3,2,3,1,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,16,20,19,3,8,1,3,39,NA,5,2,2,0,1,0,0,0,0,0
129,2011-7-29 04:08,2011-7-29 04:24,924,1509685,271,2,2,1,1,38,捷达,2,5,8,3,NA,NA,8,2,4,2,5,5,4,4,3,4,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,2,1,14,3,10,1,3,NA,NA,6,2,2,0,1,0,0,0,0,0
130,2011-7-29 05:18,2011-7-29 05:30,699,1660912,846,1,2,1,3,NA,NA,1,10,16,1,4,NA,NA,2,3,4,5,5,4,4,4,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,15,22,1,6,1,2,46,NA,5,1,2,0,1,0,0,0,0,0
131,2011-7-29 05:37,2011-7-29 05:49,718,1392686,411,3,2,1,3,16,菱悦,2,2,7,2,NA,2,NA,2,3,4,5,5,4,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,10,21,1,7,1,2,46,NA,4,1,2,0,1,0,0,0,0,0
132,2011-7-30 03:31,2011-7-30 03:42,664,834175,10,1,2,1,3,1,NA,1,10,16,3,NA,NA,4,2,2,2,5,5,4,4,4,4,4,5,1,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,12,5,5,1,2,42,NA,2,2,2,0,1,0,0,0,0,0
133,2011-7-30 03:44,2011-7-30 03:56,772,1180062,443,3,2,1,3,67,夏利,2,5,5,1,1,NA,NA,2,4,5,3,4,4,3,3,4,5,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,30,22,11,5,5,1,3,41,100010,2,2,2,0,1,0,0,0,0,0
134,2011-7-30 05:10,2011-7-30 05:22,703,1013017,318,1,2,1,3,1,NA,1,10,16,3,NA,NA,7,2,4,4,5,5,4,4,5,3,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,13,7,14,2,8,NA,3,41,NA,4,2,2,0,1,0,0,0,0,0
135,2011-7-30 06:17,2011-7-30 06:26,544,923648,206,3,2,1,3,21,宝来,2,3,7,3,NA,NA,2,2,5,5,5,NA,5,4,3,4,5,5,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,33,9,13,5,16,1,4,29,NA,5,3,2,0,1,0,0,0,0,0
136,2011-7-30 06:42,2011-7-30 06:51,543,576051,25,1,2,1,3,1,NA,1,10,16,2,NA,2,NA,2,2,2,5,5,4,4,4,4,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,9,14,16,2,19,1,8,44,NA,4,1,2,0,1,0,0,0,0,0
137,2011-7-30 06:53,2011-7-30 07:04,685,868839,275,2,2,1,1,31,瑞虎,2,4,6,1,3,NA,NA,2,4,4,5,5,4,5,3,4,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,20,30,21,4,4,1,3,42,NA,4,2,2,0,1,0,0,0,0,0
138,2011-7-30 08:05,2011-7-30 08:15,595,1579331,796,1,3,1,5,1,NA,1,10,16,3,NA,NA,4,2,5,5,5,5,3,4,3,3,4,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,7,20,10,2,5,1,2,41,NA,4,2,2,0,1,0,0,0,0,0
139,2012-7-27 04:57,2012-7-27 05:07,594,505206,656,1,2,1,3,16,菱悦,2,3,6,1,4,NA,NA,2,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,14,2,15,2,6,1,4,44,NA,2,1,2,0,1,0,0,0,0,0
140,2012-7-27 06:54,2012-7-27 07:05,615,533898,906,1,2,1,3,NA,NA,1,10,16,1,4,NA,NA,2,4,5,5,5,4,4,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,10,19,2,7,1,3,41,NA,3,2,2,0,1,0,0,0,0,0
141,2012-7-29 06:32,2012-7-29 06:43,672,630443,648,1,2,1,3,NA,NA,1,10,16,2,NA,7,NA,2,3,3,4,5,3,4,3,4,3,3,1,0,0,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,5,7,3,19,1,8,42,NA,5,2,2,0,1,0,0,0,0,0
142,2012-7-29 02:48,2012-7-29 02:57,540,975561,559,3,2,1,3,27,FRV,2,4,10,3,NA,NA,1,2,3,5,5,5,5,5,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,20,19,7,1,7,1,3,46,101149,4,1,1,0,1,0,0,0,0,0
143,2012-7-29 07:22,2012-7-29 07:33,692,1000954,938,1,2,1,3,NA,NA,1,10,16,1,4,NA,NA,2,3,4,5,5,4,4,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,15,10,21,2,6,2,3,44,NA,5,2,2,0,1,0,0,0,0,0
144,2012-7-30 02:24,2012-7-30 02:34,629,1012567,997,1,2,1,3,NA,NA,1,10,16,1,2,NA,NA,2,3,4,5,5,4,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,21,22,2,7,1,3,41,NA,4,2,2,0,1,0,0,0,0,0
145,2012-7-30 07:07,2012-7-30 07:21,807,1054398,144,3,2,1,3,2,Q7,3,8,14,3,NA,NA,1,2,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,NA,10,11,13,3,19,1,3,NA,NA,5,3,6,0,1,0,0,0,0,0
146,2012-7-30 05:28,2012-7-30 05:43,894,1061010,619,3,3,1,5,21,雅阁,2,2,4,1,2,NA,NA,2,3,4,5,5,4,5,3,4,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,20,22,15,2,7,1,4,49,NA,4,1,1,0,1,0,0,0,0,0
147,2012-7-27 04:10,2012-7-27 04:21,692,1396781,588,1,3,1,5,1,NA,1,10,16,2,NA,6,NA,2,5,2,4,5,2,5,5,3,3,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,2,1,5,1,19,1,5,49,NA,1,1,1,0,1,0,0,0,0,0
148,2012-7-30 04:07,2012-7-30 04:18,627,1397796,64,1,2,1,3,NA,NA,1,10,16,2,NA,5,NA,2,3,4,5,5,4,5,3,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,10,15,2,2,5,2,2,48,NA,4,1,2,0,1,0,0,0,0,0
149,2012-7-23 05:06,2012-7-23 05:16,613,1469433,5,3,2,1,3,17,公爵,4,5,12,2,NA,1,NA,2,5,4,5,5,3,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,14,21,66,3,17,2,3,41,NA,5,2,2,0,1,0,0,0,0,0
150,2012-7-27 05:38,2012-7-27 05:48,593,1628376,600,2,2,1,1,11,途胜,2,3,6,1,5,NA,NA,2,3,4,5,5,4,4,3,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,14,15,9,2,7,1,3,43,NA,2,2,2,0,1,0,0,0,0,0
151,2012-7-27 02:12,2012-7-27 02:24,746,480368,645,3,3,1,5,21,途锐,2,7,10,2,NA,6,NA,2,4,3,5,5,4,4,3,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,20,13,4,17,1,5,40,NA,5,2,2,0,1,0,0,0,0,0
152,2012-7-30 06:12,2012-7-30 06:24,663,531305,552,1,2,1,3,NA,NA,1,10,16,2,NA,3,NA,2,4,3,5,5,4,5,2,4,3,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,15,10,5,3,10,1,4,44,NA,5,1,2,0,1,0,0,0,0,0
