X.sys_SequentialRespondentNumber,compcode,workerid,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,user,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments
126,901342723,A36BZCSINHP2R9,9/17/12 13:31,9/17/12 13:43,712,527,144,3f2jk9,NA,NA,1,1,3,3,3,6,8,F-150,3,3,4,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,3,3,1,3,1,2,3,1,2,1,1,2,3,5,4,5,5,3,4,3,3,5,4,1,2,0,0,0,0,2,3,4,0,3,1,5,3,1,1,0,0,0,0,0,0,0,0,2,8,7,6,5,9,2,5,32,60417,3,4,2,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows XP,69.209.196.160,1,great survey!
127,120281075,A357FWP7KGPP8,9/17/12 15:03,9/17/12 15:09,330,550,157,3f2jk9,NA,NA,1,1,3,3,1,5,6,lumina,3,3,8,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,1,2,1,1,1,3,2,2,2,1,4,5,5,NA,NA,3,2,3,2,NA,1,0,0,0,0,1,2,0,0,0,1,1,1,3,1,0,0,0,4,0,0,0,0,0,NA,6,8,7,5,6,2,4,34,48879,2,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,24.231.202.163,1,
128,314593885,A3SZ3FOC6AGS4B,9/17/12 14:45,9/17/12 14:59,840,537,154,3f2jk9,NA,NA,1,1,3,3,1,5,24,Integra,2,4,6,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,3,3,3,2,2,2,3,1,2,3,1,1,4,3,5,4,1,4,1,1,3,3,1,0,0,0,0,1,2,0,0,0,3,1,4,1,1,1,0,0,0,0,0,0,0,0,2,24,10,3,5,3,2,8,38,29651,5,1,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,108.67.210.187,1,
129,613321495,AI5AU65BL1APL,9/17/12 14:29,9/17/12 14:38,553,534,151,3f2jk9,NA,NA,1,1,2,3,1,1,8,Focus,3,9,9,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,2,3,1,3,1,1,2,3,1,3,3,5,3,5,4,1,2,4,3,4,2,1,2,0,0,0,1,2,3,4,0,3,6,3,3,7,0,0,0,0,0,0,0,0,0,3,8,10,22,1,5,1,2,44,37853,5,1,2,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25",Safari 536.25,Macintosh,75.136.56.71,1,
130,827840986,A35H4M9T7FP2VP,9/17/12 14:51,9/17/12 14:56,313,538,155,3f2jk9,NA,NA,1,1,2,3,1,1,10,Accord,3,2,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,3,2,1,3,2,2,3,2,3,2,4,4,4,5,4,4,2,3,4,3,1,2,0,0,0,0,0,3,4,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,15,5,8,3,9,2,3,49,11365,5,1,3,5,NA,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows XP) AppleWebKit/537.1 (KHTML, like Gecko",198.45.19.38,1,
131,650657671,ANCCYW7PD6R6I,9/17/12 14:31,9/17/12 14:57,1529,535,152,3f2jk9,NA,NA,1,1,3,3,1,5,7,Cirrus,4,2,2,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,1,3,1,3,1,3,3,1,2,2,1,5,4,5,5,4,4,1,1,4,2,1,2,0,0,0,1,2,3,0,0,2,1,3,3,1,0,0,0,0,0,0,0,0,0,3,15,5,21,1,7,1,3,44,33844,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,72.185.19.80,1,
132,840354661,A1N0Q3QP4OMTZ2,9/17/12 13:59,9/17/12 14:07,471,531,148,3f2jk9,NA,NA,1,1,2,3,3,2,11,Sonata,3,10,1,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,3,1,3,1,2,3,2,1,3,3,1,5,4,5,5,1,5,2,4,5,5,1,0,0,0,0,1,2,3,4,0,7,7,3,1,1,0,0,0,0,0,0,0,0,0,2,10,12,21,1,7,2,2,51,14624,2,1,1,5,NA,"Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3",Safari 7534.48.3,,128.84.124.107,1,
133,496515221,A3Q5YG3X67WHFD,9/17/12 14:40,9/17/12 14:50,576,536,153,3f2jk9,NA,NA,1,1,2,3,1,1,14,6,3,8,8,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,2,2,1,2,1,2,3,1,1,3,5,4,5,4,1,4,2,2,4,4,1,2,0,0,0,1,2,3,4,0,3,1,3,4,1,1,0,3,0,0,0,7,0,0,3,6,14,8,2,11,1,4,38,55369,4,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,68.191.154.144,1,Thanks for the fun and interesting survey!
134,107063600,A2P1VYBQ79Y92Q,9/17/12 14:29,9/17/12 14:38,546,533,150,3f2jk9,NA,NA,1,1,3,2,1,3,10,civic,3,4,5,1,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,3,3,1,2,3,2,2,2,3,3,3,1,4,4,4,4,4,5,5,3,3,3,1,0,0,0,0,1,2,3,4,0,2,1,4,1,1,1,0,3,0,0,0,0,0,0,2,3,8,10,1,4,1,3,48,92399,3,1,1,5,NA,Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows Vista,71.110.127.129,1,
135,314325653,A2C2OBY4CGWRJR,9/17/12 13:55,9/17/12 14:05,583,530,147,3f2jk9,NA,NA,1,1,2,4,3,2,14,626,3,4,4,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,2,2,3,1,2,3,2,2,3,3,3,1,5,3,5,3,1,4,1,2,5,5,1,0,0,0,0,1,2,3,4,0,1,1,4,1,1,0,0,3,0,0,0,0,0,0,2,14,21,10,1,4,1,5,52,42519,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,24.100.17.113,1,
136,722418940,A33L61XKPX76DB,9/17/12 14:02,9/17/12 14:14,714,532,149,3f2jk9,NA,NA,1,1,3,2,1,3,8,f150,3,6,1,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,1,2,3,2,1,1,3,2,3,1,5,4,5,5,4,5,4,3,4,5,1,0,0,0,0,1,2,3,4,0,2,2,2,2,2,0,0,0,0,0,0,7,8,0,2,8,6,9,4,4,1,5,46,78570,3,1,1,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows XP,107.197.178.202,1,
137,220019993,A2F52ENAOPJ0PH,9/17/12 15:10,9/17/12 15:18,444,552,159,3f2jk9,NA,NA,1,1,3,2,1,3,24,Saturn,2,4,3,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,1,1,3,3,2,3,1,3,3,4,3,4,4,2,4,3,2,2,2,1,2,0,0,0,1,2,3,0,0,2,1,2,1,1,0,0,3,0,0,0,0,0,0,2,7,6,8,5,9,1,2,43,60201,5,1,2,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,68.57.204.51,1,
138,102434493,A3MWSVO26MJI82,9/17/12 15:04,9/17/12 15:16,692,551,158,3f2jk9,NA,NA,1,1,3,3,1,5,7,Dodge Caliber,2,6,6,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,3,2,2,2,2,1,3,3,2,1,1,5,4,5,5,1,4,1,3,3,2,1,0,0,0,0,1,2,3,0,0,3,1,6,6,6,1,0,3,0,0,0,0,0,9,3,7,8,21,4,6,2,4,13,92595,4,3,4,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,96.229.221.133,1,nicely done
139,658595054,A29VL3MZE7YPBZ,9/17/12 15:41,9/17/12 15:50,535,556,163,3f2jk9,NA,NA,1,1,3,2,1,3,21,Camry,2,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,3,2,1,1,2,2,2,3,3,3,5,4,4,5,4,5,5,4,4,4,1,0,0,0,0,1,2,3,4,0,3,2,3,1,1,1,0,0,0,0,0,0,0,0,2,21,10,8,3,7,2,4,39,37022,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Windows NT 6.1) AppleWebKit/537.1 (KHTML, like Gecko",66.38.99.48,1,Thanks!
140,515262076,AU91EQIMXSVXN,9/17/12 15:19,9/17/12 15:37,1104,554,161,3f2jk9,NA,NA,1,1,3,3,3,6,21,Camry,4,4,10,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,3,1,2,1,3,3,2,2,2,2,4,1,5,4,3,1,2,4,5,5,1,0,0,0,0,1,2,3,4,0,2,1,3,2,1,0,0,0,0,0,6,0,0,0,2,21,3,12,1,2,1,5,44,92551,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,173.58.6.227,1,I have no comment.
141,628910714,A2YYF3CH4JMC24,9/17/12 15:17,9/17/12 15:25,520,553,160,3f2jk9,NA,NA,1,1,1,2,1,3,19,Forester,4,5,1,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,3,1,3,3,1,1,2,1,2,1,5,1,4,1,1,2,1,1,5,5,1,2,0,0,0,1,2,3,4,0,3,6,3,6,7,0,0,0,0,0,0,0,0,0,3,19,2,3,4,12,1,3,49,18017,3,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,65.78.70.207,1,
142,842882192,A2T2AA7RZR47E6,9/17/12 18:13,9/17/12 18:23,635,575,182,3f2jk9,NA,NA,1,1,3,3,3,6,8,Fiesta,4,9,7,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,3,3,2,2,3,3,2,3,2,3,3,1,3,5,5,5,5,2,3,3,2,3,3,1,0,0,0,0,1,2,3,0,0,3,7,3,6,7,1,0,0,0,0,0,0,0,0,3,8,22,19,4,7,2,2,40,89143,5,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,76.2.139.164,1,
143,916232367,AIYO3H198JFRS,9/17/12 16:22,9/17/12 16:40,1087,564,171,3f2jk9,NA,NA,1,1,2,3,3,2,21,Corolla,3,6,6,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,2,3,1,2,3,3,2,3,1,2,3,2,5,4,NA,4,2,3,2,4,5,4,1,0,0,0,0,1,2,3,0,0,1,5,1,1,1,0,0,0,0,0,0,0,0,9,3,21,8,10,3,6,2,2,37,40218,4,1,NA,5,NA,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,74.130.219.37,1,
144,451714803,A1NJKTI9WXX602,9/17/12 18:16,9/17/12 18:25,521,586,183,3f2jk9,NA,NA,1,1,1,3,3,6,1,,4,11,11,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,2,1,1,1,1,1,3,3,1,3,1,3,2,5,4,5,5,1,2,1,1,1,2,1,0,0,0,0,1,2,3,0,0,2,1,4,1,1,1,0,3,0,0,0,0,0,0,3,9,8,10,5,8,1,4,53,14221,1,1,1,5,NA,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,"Linux i686) AppleWebKit/537.1 (KHTML, like Gecko",76.180.39.116,1,
145,845795530,A3KMCX1JNSRSW4,9/17/12 17:25,9/17/12 17:32,448,571,178,3f2jk9,NA,NA,1,1,3,3,1,5,10,crv,4,6,10,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,2,1,2,2,2,2,1,3,3,1,1,4,5,5,5,2,4,4,2,5,5,1,0,0,0,0,1,2,3,0,0,3,1,3,6,1,1,0,0,0,0,0,0,0,0,3,10,19,21,4,7,2,3,48,94710,5,1,1,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows XP,108.205.50.150,1,nope
146,417202658,A376CSCCCOTKCX,9/17/12 17:57,9/17/12 18:05,461,574,181,3f2jk9,NA,NA,1,1,3,2,3,4,21,Carolla,3,9,6,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,2,1,2,3,3,2,3,2,2,3,1,5,4,4,5,2,3,2,2,4,4,1,2,0,0,0,1,2,0,0,0,1,1,1,4,1,0,0,0,0,0,0,0,0,0,3,21,10,17,4,11,1,3,40,19001,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,169.145.3.20,1,
147,429980441,AFRA1URB1KF88,9/17/12 17:06,9/17/12 17:15,576,568,175,3f2jk9,NA,NA,1,1,2,4,1,1,14,3,3,8,5,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,1,3,3,2,1,3,3,1,2,2,1,5,4,5,4,2,5,5,3,4,4,1,0,0,0,0,1,2,3,0,0,1,3,1,1,1,0,0,0,0,0,0,0,0,9,1,17,10,14,3,11,1,2,44,27612,5,1,2,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,98.101.33.146,1,
148,812021224,AHXE36JW3AY4J,9/17/12 17:14,9/17/12 17:23,535,569,176,3f2jk9,NA,NA,1,1,3,3,3,6,21,Echo,3,5,4,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,1,1,3,3,1,3,2,3,1,2,1,2,4,3,4,5,2,2,1,4,4,4,1,2,0,0,0,1,2,3,0,0,1,1,2,4,7,0,0,3,0,0,0,0,0,0,2,21,10,22,4,11,2,3,40,21211,6,2,2,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,74.93.206.46,1,
149,289634970,svavitas,9/17/12 16:34,9/17/12 16:46,685,566,173,3f2jk9,NA,NA,1,1,3,3,1,5,21,corolla,3,4,8,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,3,3,3,2,2,3,3,3,1,2,1,2,4,4,5,4,2,4,3,4,5,5,1,2,3,0,0,1,2,3,0,0,3,7,4,6,1,1,0,3,0,0,0,7,0,0,3,21,10,14,4,9,2,3,45,55106,6,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows NT 6.1,65.255.240.230,1,
150,533271156,A29AB06JG1XP03,9/17/12 15:56,9/17/12 16:06,637,562,169,3f2jk9,NA,NA,1,1,2,3,1,1,24,Pontiac Grand Am,4,8,3,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,2,2,3,1,2,2,3,2,3,2,2,5,3,4,3,1,1,1,3,4,4,1,0,0,0,0,1,2,3,4,0,2,1,3,4,2,1,0,0,0,0,0,0,0,0,3,1,1,1,4,12,1,4,50,3062,3,1,1,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.79 Safari/537.1",Chrome 21.0.1180.79,Macintosh,66.31.68.112,1,
151,713961806,A6SRCQNVV54GC,9/17/12 18:50,9/17/12 19:04,835,589,186,3f2jk9,NA,NA,1,1,1,3,3,6,NA,,4,3,10,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,3,2,2,3,3,3,3,1,3,1,2,5,2,4,4,1,5,1,3,2,2,1,2,0,0,0,1,0,0,0,0,1,1,2,2,1,1,0,0,0,0,0,0,0,0,3,2,3,6,3,3,1,7,53,32216,2,1,NA,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,66.177.93.117,1,I dont have any comments
152,449688099,AMZIUT2S2O23T,9/17/12 15:42,9/17/12 15:49,421,558,165,3f2jk9,NA,NA,1,1,2,4,1,1,24,vue,NA,3,3,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,3,3,2,1,1,3,1,1,2,3,2,5,4,4,4,3,3,3,3,5,5,0,0,3,0,0,0,0,3,0,0,5,3,3,1,1,1,0,0,0,0,0,0,0,0,2,2,7,12,2,4,2,2,14,80031,5,2,NA,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,209.181.74.247,1,
153,411050933,A5A8WHPUPUAAM,9/17/12 15:47,9/17/12 16:10,1365,559,166,3f2jk9,NA,NA,1,1,2,3,1,1,17,Sentra,3,6,7,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2,3,3,3,2,1,1,2,1,1,1,3,3,1,2,1,4,4,5,4,2,5,5,4,5,4,1,2,0,4,0,1,2,3,4,0,1,3,1,1,3,0,0,0,0,0,0,7,0,0,3,17,21,19,5,5,1,2,43,98372,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Windows NT 6.1,67.185.25.245,1,I found the price differences to be overwhelming at times and ended up making a much bigger difference in my choice than I would expect in real world shopping.
154,889834271,A2G91477Y0YLIV,9/17/12 16:11,9/17/12 16:20,590,563,170,3f2jk9,NA,NA,1,1,1,3,1,5,1,,2,2,1,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,1,3,2,1,2,2,3,1,2,2,3,1,5,5,5,5,2,2,3,3,4,4,1,0,0,0,0,1,2,3,4,0,3,7,1,7,7,1,0,0,0,0,0,0,0,0,3,3,2,13,5,1,1,3,47,60201,8,6,6,5,NA,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_1) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1180.89 Safari/537.1",Chrome 21.0.1180.89,Macintosh,24.7.198.191,1,
155,489904480,A7AQCZ4I1IYJG,9/17/12 16:27,9/17/12 16:42,925,565,172,3f2jk9,NA,NA,1,1,3,3,1,5,8,Focus,2,4,9,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,2,2,3,3,3,3,3,2,2,2,3,5,4,5,5,3,4,3,3,4,3,1,0,0,0,0,1,2,3,4,0,2,1,2,2,2,1,0,0,0,0,0,0,0,0,3,8,7,21,3,8,1,3,38,97266,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:14.0) Gecko/20100101 Firefox/14.0.1,Firefox 14.0.1,Windows NT 6.1,76.105.253.162,1,Until electric cars gain longer range in addition to a stable network of electric \filling stations
156,751948427,A3R1YTYGRQEZU3,9/17/12 18:42,9/17/12 18:51,547,587,184,3f2jk9,NA,NA,1,1,3,2,1,3,1,,1,1,3,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,1,1,3,3,1,3,1,3,1,2,1,3,3,5,4,5,5,2,4,3,2,4,5,1,0,0,0,0,1,2,3,4,0,3,7,3,4,2,1,0,3,4,5,6,0,0,0,3,13,14,10,3,6,1,1,35,97202,3,1,1,5,NA,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows XP,174.25.86.73,1,
157,250757827,AM155T4U3RE1A,9/17/12 17:31,9/17/12 17:41,556,573,180,3f2jk9,NA,NA,1,1,2,4,1,1,14,Mazda 2,4,3,2,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,3,2,1,3,3,1,3,1,3,3,1,5,2,5,5,1,5,5,3,4,NA,1,2,0,0,0,1,2,3,0,0,3,1,3,2,1,1,0,3,0,0,0,0,0,0,3,14,6,12,4,10,2,5,49,85142,5,1,1,5,NA,Mozilla/5.0 (Windows NT 6.0; rv:15.0) Gecko/20100101 Firefox/15.0.1,Firefox 15.0.1,Windows Vista,72.223.36.49,1,
